x,y,z,value
2,1,2,0.116656967951
2,1,3,0.0833333333333
2,1,4,-0.485246758752
2,1,5,-0.209296352252
2,1,6,-0.000136837917109
2,1,7,0.00129405051707
2,1,8,0.00062490320586
2,1,9,0.000320759726086
2,2,0,0.0798139504939
2,2,1,0.666666666667
2,2,2,0.211610249838
2,2,3,0.133891637847
2,2,4,-0.0561701374775
2,2,5,-0.460768876455
2,2,6,-0.20654734488
2,2,7,0.00256603612152
2,2,8,0.00130038266424
2,2,9,-0.224951037329
2,3,0,0.66666666665
2,3,1,1.33333333333
2,3,2,0.143482120819
2,3,3,0.057497218534
2,3,4,0.166664923586
2,3,5,0.0595434735051
2,3,6,0.0103822580123
2,3,7,0.00501821678559
2,3,8,0.0026037362636
2,3,9,0.00125515930904
2,4,0,0.218462289709
2,4,1,0.660340872595
2,4,2,0.333333331987
2,4,3,0.165554136596
2,4,4,0.0541990715755
2,4,5,0.0381313501012
2,4,6,0.0208318965892
2,4,7,0.00946616328663
2,4,8,0.00520833247256
2,4,9,-0.0309943557911
2,5,0,0.0903764180346
2,5,1,0.0773408188718
2,5,2,-0.166687633353
2,5,3,0.0133313768592
2,5,4,0.0097451008298
2,5,5,0.0205070646544
2,5,6,0.00975347059879
2,5,7,0.00223844890954
2,5,8,0.000734744419255
2,5,9,-0.00612745172459
2,6,0,0.0549110208658
2,6,1,0.0240249350228
2,6,2,0.102457495862
2,6,3,-0.416673493315
2,6,4,-0.0118631652635
2,6,5,0.00197651032089
2,6,6,0.00303472542887
2,6,7,0.000936017663977
2,6,8,-2.04797208779e-05
2,6,9,-0.00173414202491
2,7,0,-0.0391451891839
2,7,1,0.0207162869548
2,7,2,-0.0111337604361
2,7,3,0.107928041632
2,7,4,-0.502333578537
2,7,5,-0.0623595406809
2,7,6,0.000837802307665
2,7,7,0.000432829453611
2,7,8,7.02556839511e-05
2,7,9,-0.000627966543699
2,8,0,-0.227752053091
2,8,1,-0.0660015804105
2,8,2,-0.0640061359688
2,8,3,-0.048537379618
2,8,4,-0.000825762331671
2,8,5,-0.0785698356533
2,8,6,0.000483178777029
2,8,7,-0.00236958754857
2,8,8,-0.0721098811985
2,8,9,-0.0145774562369
2,9,0,-0.501050192906
2,9,1,-0.500611044331
2,9,2,-0.499864319101
2,9,3,-0.504625516122
2,9,4,-0.523351460301
2,9,5,-0.502343481141
2,9,6,-0.500853109499
2,9,7,-0.499545728321
2,9,8,-0.511435175833
2,9,9,-0.502821855211
3,0,0,-0.463447088784
3,0,1,-0.422515940602
3,0,2,-0.492640385634
3,0,3,-0.48043539045
3,0,4,-0.491252693181
3,0,5,-0.496080908042
3,0,6,-0.50042431216
3,0,7,-0.500802581704
3,0,8,-0.501129987341
3,0,9,-0.521897458699
3,1,0,0.0116813141707
3,1,1,0.0688494470005
3,1,2,0.0176919323468
3,1,3,0.0201313330687
3,1,4,-0.0134051085046
3,1,5,-0.224692777716
3,1,6,-0.00115663194163
3,1,7,-0.0025822345145
3,1,8,-0.0673538005579
3,1,9,-0.0203857375317
3,2,0,0.07789587091
3,2,1,0.107340475195
3,2,2,0.0205398137093
3,2,3,0.0407197825956
3,2,4,-0.520095025329
3,2,5,-0.0622898336346
3,2,6,0.000303359433048
3,2,7,-0.00196960186584
3,2,8,-0.000848822999286
3,2,9,-0.00458734133397
3,3,0,0.0951551921496
3,3,1,0.219123060653
3,3,2,0.158909730067
3,3,3,0.0794421377647
3,3,4,0.0150280564072
3,3,5,-0.500166225823
3,3,6,-0.0439852795076
3,3,7,-0.00198344451197
3,3,8,2.28116112161e-05
3,3,9,-0.0449207015678
3,4,0,0.183837973995
3,4,1,0.666666666666
3,4,2,0.33177371525
3,4,3,0.148352471214
3,4,4,0.0778087172724
3,4,5,0.0172722833595
3,4,6,0.00106566422495
3,4,7,0.0012155786011
3,4,8,0.000760778413421
3,4,9,-0.000121050691606
3,5,0,0.666666666665
3,5,1,1.33333333333
3,5,2,0.661696692005
3,5,3,0.333333333332
3,5,4,0.166594503627
3,5,5,0.0617869712934
3,5,6,0.00918516785465
3,5,7,0.00200328669435
3,5,8,0.000882981167298
3,5,9,-0.0197082952076
3,6,0,-0.0419768893467
3,6,1,0.666666666667
3,6,2,0.100519175318
3,6,3,0.166666665951
3,6,4,0.00777114754999
3,6,5,0.0010438237332
3,6,6,0.0123304829876
3,6,7,0.0104139477982
3,6,8,0.00516611572798
3,6,9,-0.062583500188
3,7,0,0.166666666667
3,7,1,-0.17241915542
3,7,2,-0.520321571374
3,7,3,0.105031836883
3,7,4,0.0415575731041
3,7,5,-0.0126346074931
3,7,6,0.0102123896239
3,7,7,0.000937549556674
3,7,8,-0.0606890874818
3,7,9,0.000113525635381
3,8,0,0.0833333333333
3,8,1,-0.0901936717142
3,8,2,-0.00222675208721
3,8,3,-0.522404343747
3,8,4,-0.479226639988
3,8,5,0.00240423715443
3,8,6,0.00510046229069
3,8,7,0.00251613654437
3,8,8,0.00120960234844
3,8,9,-0.0244677861301
3,9,0,-0.245715692736
3,9,1,-0.0460068479461
3,9,2,0.0104166261435
3,9,3,-0.24268689809
3,9,4,-0.00412881164296
3,9,5,0.00128161802996
3,9,6,0.00256473712649
3,9,7,-0.00113990434555
3,9,8,-0.0144219762712
3,9,9,0.000316580397368
